,revmodid,revmodcode,organization,english_translation,popular_alternative_name_or_acronym_most_recent,born,died,dead,age,duration,outcome_goal,adversary,achieve,partialsuccess,completesuccess,orderedsuccess,polcommand,nopolorgplus01,polorgplus,leader_s,leadershipdecapitation,killed,arrested,executed,separate,overthrow_takeover,empire,counterrev,reform,eliminate_expel,nsd,islamist,leftist,right,anarchist,identity_group_representation,excludedconstituentsatinception,size_year_one,size_peak,hegemonic,unifiedfront,area_of_operation,adversary.1,violent,nv,mixedapproach,as,ks,lethal,demonl,demonc,turnedviolent,ties,tiefights,sponsors,sponsorfights,west,latinamerica,mideastnafrica,africa,centraleurasia,southasia,seasia,eastasia,state,polity_year_one,polity_peak,dem_year_one,dem,autocracy,gdp_year_one,gdp,transition_to_democratic_party_politics,transitioned_from_organized_crime_to_resistance,transitioned_to_organized_crime,drugtrade,terrorism,foughtincivilwar,enteredpostcoldwar,lost_state_sponsorship,safe_haven,participates_in_negotiations,sas,sa,splinter_organization,ethnic,religious_sectarian,national,ideological,apocalyptic,fights_foreign_force
127,129,129DY,La Brigada Che Guevara,Che Guevara Brigade,,1976,1997.0,1,21.0,21.0,establish communist state in Argentina,Argentina; Bolivia; U.S.,0,0,0,0,0,1,0,[leaderless],0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,1,0,0,Communist Argentines,1.0,10.0,10.0,0,0,Argentina; Italy; Bolivia,Argentina; Bolivia; U.S.,1,0,0,23,0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3.0,17,0,1.0,0.0,,9349.0,0.0,0,0,0.0,1,0,1,0.0,0,0,0,0,0,0,0,0,1,0,1
128,130,130DZ,Ejército Guerrillero Túpac Katari (EGTK),Tupac Katari Guerrilla Army,EGTK,1991,1993.0,1,2.0,2.0,eliminate Western influence in Bolivia,Bolivia,0,0,0,0,0,1,0,Felipe Quispe; Alvaro Garcia Linera; Raquel Aguilar,1.0,0.0,1.0,0.0,0,0,0,0,0,1,0,0,1,0,0,Leftist Bolivians,1.0,100.0,100.0,0,0,Bolivia,Bolivia,1,0,0,22,5,0.2272727,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,19.0,19,1,1.0,0.0,,968.0,0.0,0,0,1.0,1,0,1,0.0,0,0,0,0,0,0,0,0,1,0,0
129,131,131EA,Special Purpose Islamic Regiment (SPIR)/al-Jihad-Fi-Sabililah Special Islamic Regiment,,Barayev Organization,1994,2008.0,1,14.0,14.0,establish independent Islamist-Chechen state,Russia,0,0,0,0,0,1,0,Arbi Barayev (aka The Terminator); Movsar Suleimanov Barayev; Khamzat Tazabayev; Amir Aslan; Amir Kazbek,1.0,1.0,0.0,0.0,1,0,0,0,0,0,1,1,0,0,0,Islamist Chechens,1.0,1020.0,1020.0,1,0,Russia,Russia,1,0,0,21,141,6.714286,0.0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,13.0,16,0,1.0,1.0,,11700.0,0.0,0,0,0.0,1,1,1,0.0,0,0,18,1,0,0,1,0,0,0,0
130,132,132EB,Cellules Communistes Combattantes (CCC),Communist Combatant Cells,CCC,1984,1986.0,1,2.0,2.0,instigate communist revolution in Europe,Belgium,0,0,0,0,0,1,0,Pierre Carette ,1.0,0.0,1.0,0.0,0,0,1,0,0,0,0,0,1,0,0,Communists,1.0,10.0,10.0,0,0,Belgium,Belgium,1,0,0,21,3,0.1428571,0.0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,20.0,20,1,1.0,0.0,,12022.0,0.0,0,0,0.0,1,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0
131,133,133EC,Frente para a Libertação do Enclave de Cabinda (FLEC)/Frente para a Libertação do Enclave de Cabinda-Forças Armadas de Cabinda (FLEC-FAC),Front for the Liberation of the Enclave of Cabinda,FLEC,1963,2011.0,1,48.0,48.0,establish independent Cabinda state,Angola; Portugal,0,0,0,0,0,1,0,Enrique N'Zita Tiago; Francisco Xauter Lubota; Luizi Ballu,1.0,1.0,0.0,0.0,1,0,0,0,0,0,1,0,0,0,0,Cabindans,1.0,50.0,7000.0,1,0,Angola,Angola; Portugal,1,0,0,21,23,1.095238,0.0,0,0,2,0,2,0,0,0,0,1,0,0,0,0,1,1.0,8,0,0.0,1.0,,4667.0,0.0,0,1,0.0,1,1,1,0.0,0,1,0,0,0,1,0,0,0,0,1
132,134,134ED,Movimiento de Acción Popular Unitario (MAPU)-Movimiento Juvenil Lautaro,Popular Unitary Action Movement-Lautaro Youth Movement,MAPU-Lautaro,1982,1994.0,1,12.0,12.0,replace pro-Western regime with socialist state,Chile,0,0,0,0,2,1,0,Guillermo Ossandón (aka Diego Carvajal),1.0,0.0,1.0,0.0,0,1,0,0,0,0,0,0,1,0,0,Socialist Chileans,1.0,100.0,100.0,0,0,Chile,Chile,0,0,1,20,1,0.05,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,3.0,18,0,1.0,0.0,,3891.0,0.0,0,0,0.0,1,0,1,0.0,0,0,0,0,0,0,0,0,1,0,0
133,135,135EE,Lashkar-e Islam (LeI),Army of Islam,LeI,2004,,0,10.0,10.0,implement shari'a in the Khyber Agency,Ansar ul-Islam; Tehrik-e Taliban,6,0,0,0,2,1,0,Mufti Munir Shakir; Mangal Bagh,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,1,0,0,0,Islamist Pakistanis,1.0,180000.0,180000.0,0,0,Pakistan,Ansar ul-Islam; Tehrik-e Taliban,1,0,0,37,48,1.297297,0.0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0.0,0.0,,0.0,0.0,0,1,0.0,1,0,1,0.0,0,0,4,1,0,0,1,0,0,0,0
134,136,136EF,Frente Popular de Liberación de Saguía el Hamra y Río de Oro (POLISARIO)/Saharan Arab Democratic Republic (SADR),Popular Front for the Liberation of Saguia el-Hamra and Rio de Oro,Polisario Front,1970,,0,44.0,18.0,establish independent Sahrawi state in Western Sahara; preserve defacto state,Morocco; Mauritania,18,1,1,2,8,1,0,El-Ouali Mustapha Sayed; Mahfoud Ali Beiba Hammad Dueihi; Mohammed Abdelaziz,1.0,1.0,0.0,0.0,1,0,0,0,0,0,1,0,1,0,0,Sahrawi,1.0,300.0,15000.0,1,1,North Africa,Morocco; Mauritania,0,0,1,20,220,11.0,0.0,0,0,1,0,3,1,0,0,1,0,0,0,0,0,1,1.0,4,0,0.0,1.0,,2828.0,0.0,0,0,0.0,1,0,1,1.0,1,1,0,0,0,1,0,0,0,0,0
135,137,137EG,Grupos Antiterroristas de Liberación (GAL),Anti-Terrorist Liberation Group,GAL,1983,1987.0,1,4.0,4.0,eliminate ETA,ETA,10,1,0,1,0,1,0,José Barrionuevo,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,1,0,anti-communist Spaniards,0.0,10.0,10.0,0,0,Western Europe,ETA,1,0,0,20,19,0.95,0.0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,,0.0,0.0,0,0,0.0,1,0,0,0.0,1,0,0,0,0,0,0,0,1,0,0
136,138,138EH,Jamaat-ul Mujahedin Bangladesh (JMB)/Jagrata Muslim Janata Bangladesh (JMJB),Awakened Muslim Masses of Bangladesh,JMB,1998,,0,16.0,16.0,establish Islamist state in Bangladesh,Bangladesh; PBCP,4,0,0,0,4,1,0,Maulana Abdur Rahman (founder); Siddiqul Islam (alias Bangla Bha) ,1.0,0.0,0.0,1.0,0,1,0,0,0,0,0,1,0,0,0,Islamist Bangladeshis,1.0,8100.0,300000.0,1,0,Bangladesh,Bangladesh; PBCP,1,0,0,422,40,0.0947867,0.0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,1,0.0,16,0,1.0,1.0,,958.0,0.0,0,1,0.0,1,0,1,0.0,0,0,6,1,0,0,1,0,0,0,0
137,139,139EI,Sipah-e Sahaba (SeS)/Anjuman Sipah-e Sahaba/Millat-e Islamia/Ahle Sunnat wal-Jamaat (ASWJ),Guardians of the Prophet's Companions,SeS,1985,,0,29.0,29.0,turn Pakistan into a Deobandi state,Pakistani-Shi'a,2,0,0,0,6,1,0,Maulana Haq Nawaz Jhangvi; Maulana Zia-ur-Rehman Farooqi; Maulana Eesar-ul-Haq Qasmi; Maulana Azam Tariq; Malik Ishaq; Riaz Basra; Akram Lahori,1.0,1.0,0.0,0.0,0,0,0,0,1,0,0,1,0,0,0,Deobandi Pakistanis,1.0,3000.0,5500.0,0,0,Pakistan,Pakistani-Shi'a,0,0,1,20,61,3.05,0.0,0,0,8,1,2,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0.0,0.0,,0.0,0.0,0,0,0.0,1,0,1,1.0,0,0,2,1,0,0,1,0,0,0,0
138,140,140EJ,Nihon Sekigun/Anti-Imperialist International Brigades/Arab-JRA/Sekigun-ha/Anti-War Democratic Front (ADF)/Holy War Brigade/Rengo Sekigun/Sons of the Occupied Territory/VZ-58,Japanese Red Army (JRA)/United Red Army,JRA,1969,2001.0,1,32.0,32.0,precipitate global communist revolution,the West; Israel,0,0,0,0,0,1,0,Fusako Shigenobu; Haruo Wako,1.0,0.0,1.0,0.0,0,0,1,0,0,0,0,0,1,0,0,Communists,1.0,20.0,40.0,0,0,global,the West; Israel,1,0,0,19,31,1.631579,0.0,0,0,4,1,3,0,0,0,0,0,0,0,0,1,1,20.0,20,1,1.0,0.0,,19836.0,0.0,0,0,0.0,1,0,1,1.0,2,0,0,0,1,0,0,0,1,0,1
139,141,141EK,Quwwat Sheik Subhi al-Salih,Sheik Subhi al-Salih Forces,,1988,1989.0,1,1.0,1.0,expel Syrian forces from Lebanon,Syria; HAD,0,0,0,0,0,1,0,[leaderless],0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,Anti-Syrian Lebanese,1.0,10.0,10.0,0,0,Lebanon,Syria; HAD,1,0,0,19,1,0.0526316,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1.0,1,0,0.0,1.0,,999.0,0.0,0,0,0.0,0,1,0,0.0,0,0,0,0,0,0,0,0,1,0,1
140,142,142EL,Federazione Anarchica Informale (FAI),Informal Anarchist Federation,FAI,2003,,0,10.0,10.0,topple the international system,Italy; the West,6,0,0,0,4,1,0,Alfredo Cospito; [syndicate] ,1.0,0.0,1.0,0.0,0,1,0,0,0,0,0,0,0,0,1,Anarchists,1.0,100.0,150.0,0,0,Italy,Italy; the West,1,0,0,23,0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,20.0,20,1,1.0,0.0,,38563.0,0.0,0,0,0.0,1,0,1,0.0,0,0,0,0,0,0,0,0,1,0,1
141,143,143EM,Runda Kumpulan Kecil (RKK),Small Patrol Units,RKK,2002,,0,12.0,12.0,establish independent Islamist state in Pattani,Thailand,6,0,0,0,0,1,0,Rorhing Ahsong (alias Ustaz Rorhing),0.0,0.0,0.0,0.0,1,0,0,0,0,0,1,1,0,0,0,Islamist Pattanis,1.0,100.0,3000.0,1,0,Thailand,Thailand,1,0,0,25,13,0.52,0.0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0.0,17,0,1.0,0.0,,4608.0,0.0,0,0,0.0,1,1,1,0.0,0,0,0,0,1,0,1,0,0,0,0
142,144,144EN,Zomi Revolutionary Organization (ZRO)/Zomi Revolutionary Army (ZRA),,ZRO,1993,,0,22.0,17.0,establish Zogam state,India; PLAM; ZRF,4,0,0,0,0,1,0,Thang Lian Pau Guite,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1,0,0,0,0,Zo,1.0,500.0,500.0,1,0,India,India,1,0,0,4,7,1.75,0.0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,19.0,19,1,1.0,0.0,,1596.0,0.0,0,0,0.0,1,0,1,0.0,0,1,0,0,0,1,0,0,0,0,0
143,145,145EO,Jamiat ul-Mujahedin,Gathering of Holy Warriors,,1990,,0,24.0,24.0,unify Kashmir with Pakistan,India,2,0,0,0,0,1,0,Ahsan Dar; Maulana Ghulam Rasool ,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1,1,0,0,0,Islamist Pakistanis,1.0,1000.0,1000.0,1,0,India,India,1,0,0,18,97,5.388889,0.0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,18.0,19,1,1.0,0.0,,1489.0,0.0,0,1,0.0,1,0,1,0.0,0,0,0,0,1,0,1,0,0,0,0
144,146,146EP,Organisasi Papua Merdeka (OPM)/West Papua National Liberation Army (TPN),Free Papua Movement,OPM,1963,,0,51.0,51.0,precipitate the succession of provinces from Indonesia,Indonesia,6,0,0,0,4,1,0,Elkie Bemei; Seth Rumkorem; Jacob Prai; Mathias Wenda; Alex (Donald) Derey; Marthen Luther Prawar; Theys Eluay,1.0,1.0,0.0,0.0,1,0,0,0,0,0,1,0,1,0,0,Papuans,1.0,1000.0,10000.0,1,1,Indonesia; Papau New Guinea,Indonesia,1,0,0,134,3565,26.60448,0.0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,5.0,18,0,0.0,1.0,,3551.0,0.0,0,1,1.0,1,0,1,1.0,0,1,0,0,0,1,0,0,0,0,0
145,147,147EQ,Karbi Longri North Cachar Hills Liberation Front/Karbi Anlong North Cachar Hills People's Resistance (KNPR)/United People's Democratic Solidarity Anti-Talks,,KNPR,2004,,0,10.0,10.0,establish Karbi state,India; UPDS,2,0,0,0,2,1,0,Pradip Terang (alias Pongbi Dilli),0.0,0.0,0.0,0.0,1,0,0,0,0,0,1,0,0,0,0,Karbis,1.0,250.0,419.0,1,0,India,India; UPDS,1,0,0,16,24,1.5,0.0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,1,19.0,19,1,1.0,0.0,,1489.0,0.0,0,0,0.0,1,0,1,0.0,0,1,0,0,1,1,0,0,0,0,0
146,148,148ER,Hisbouwi Gumar Harret Eritrea/People's Front for Democracy and Justice,Eritrean People's Liberation Force (EPLF)/Eritrean People's Liberation Front (EPLF),EPLF,1970,,0,44.0,24.0,establish independent Eritrean state,Ethiopia; Eritrean Liberation Front,20,1,1,2,20,0,1,Isaias Afwerki,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,1,0,0,Eritreans,1.0,2000.0,55000.0,1,0,Eritrea,Ethiopia; Eritrean Liberation Front,0,0,1,800,15000,18.75,0.0,0,0,3,1,3,0,0,0,0,1,0,0,0,0,1,1.0,6,0,0.0,1.0,,271.0,1.0,0,0,0.0,1,1,1,1.0,0,0,0,0,1,1,0,0,0,0,0
147,149,149ES,Palestinian Revolution Forces General Command (PRFGC),,PRFGC,1985,1986.0,1,1.0,1.0,establish Palestinian state,Israel; the West,0,0,0,0,0,1,0,[leaderless],0.0,0.0,0.0,0.0,0,1,0,0,0,0,1,0,1,0,0,Palestinians,1.0,50.0,50.0,0,0,Israel; disputed territories,Israel; the West,1,0,0,15,0,0.0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,19.0,19,1,1.0,0.0,,6909.0,0.0,0,0,0.0,1,0,0,0.0,0,0,0,0,1,0,0,1,0,0,1
148,150,150ET,Jabhat Tahrir Lubnan min al-Ghurabaa,Front for the Liberation of Lebanon from Foreigners (FLLF),FLLF,1979,1983.0,1,4.0,4.0,expel foreign forces from Lebanon,Syria; U.S.; PLO,0,0,0,0,0,1,0,Avigdor Ben-Gal; Meir Dagan,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,Anti-Foreigner Lebanese,0.0,20.0,20.0,0,0,Lebanon,PLO; Syria; U.S.,1,0,0,15,287,19.13333,0.0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1.0,1,0,0.0,1.0,,1887.0,0.0,0,0,0.0,1,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1
149,151,151EU,al-Jabha al-Sha'biyye li-Tahrir Filastin-al-Qaedat al-'Aama,Popular Front for the Liberation of Palestine-General Command (PFLP-GC),PFLP-GC,1968,,0,46.0,46.0,replace Israel with a Palestinian state; defeat Sunni jihadis in Syria,Israel,4,0,0,0,4,1,0,Ahmed Jabril ,0.0,0.0,0.0,0.0,0,1,0,0,0,0,1,0,1,0,0,Palestinians,1.0,100.0,500.0,0,0,Lebanon; Syria,Israel,1,0,0,14,156,11.14286,0.0,0,0,12,0,2,0,0,0,1,0,0,0,0,0,1,19.0,20,1,1.0,0.0,,31282.0,0.0,0,0,1.0,1,0,1,1.0,1,0,0,0,1,0,0,1,0,0,0
150,152,152EV,Islamic Jihad of Yemen/Army of Aden Abyan/al-Qaeda fi al-Yemen,al-Qaeda in Yemen,,1990,2009.0,1,19.0,19.0,establish Islamist state in Yemen,Yemen; U.S.; Houthis,0,0,0,0,2,1,0,Abu al-Hassan,1.0,0.0,0.0,1.0,0,1,0,0,0,0,0,1,0,0,0,Islamist Yemenis,1.0,50.0,400.0,1,1,Yemen,Yemen; U.S.; Houthis,1,0,0,14,49,3.5,0.0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,1,7.0,8,0,0.0,1.0,,1190.0,0.0,0,0,0.0,1,0,1,0.0,0,0,6,1,0,0,1,0,0,0,1
151,153,153EW,All Tripura Tiger Force (ATTF)/All Tripura Tribal Force/Tripura People's Democratic Front (TPDF),,ATTF,1990,2013.0,1,23.0,23.0,expel foreigners from Tripura region in India,India,0,0,0,0,8,1,0,Ranjit Debbarma,1.0,0.0,1.0,0.0,0,0,0,0,0,1,1,0,0,0,0,Tripuri,1.0,50.0,2000.0,1,0,South Asia,India,1,0,0,13,95,7.307693,0.0,0,0,5,0,1,0,0,0,0,0,0,1,0,0,1,18.0,19,1,1.0,0.0,,1489.0,0.0,0,1,1.0,1,0,1,0.0,0,1,0,0,0,1,0,0,0,0,0
152,154,154EX,Oʻzbekiston Islomiy Harakati,Islamic Movement of Uzbekistan (IMU),IMU,1998,,0,16.0,16.0,establish Islamist state in Central Asia,Central Asian states; Pakistan,6,0,0,0,2,1,0,Jumaboi Ahmadjonovich Khodjiyev (aka Juma Namangani); Tahir Yuldashev (aka Tohir Yoʻldosh); Abu Uthman Adil; Uthman Ghazi,1.0,1.0,0.0,0.0,0,0,1,0,0,0,0,1,0,0,0,Islamist Uzbekis,1.0,500.0,2000.0,1,0,Central Asia; Pakistan,Central Asian states; Pakistan,1,0,0,17,131,7.705883,0.0,0,0,12,1,2,0,0,0,0,0,1,0,0,0,1,1.0,17,0,1.0,0.0,,1275.0,0.0,0,1,1.0,1,0,1,1.0,3,0,14,1,1,0,1,0,0,0,1
153,155,155EY,Partiya Demokrat a Kurdistanê/Peshmerga,Kurdistan Democratic Party (KDP)/Those Who Face Death,KDP,1946,,0,68.0,60.0,establish independent Kurdish state; preserve Kurdish autonomy,Saddam's Iraq,12,1,0,1,16,0,1,Mustafa Barzani; Masoud Barzani,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,1,0,0,Kurds,1.0,50000.0,100000.0,1,0,Iraq,Saddam's Iraq,0,0,1,13,79,6.076923,0.0,0,0,2,0,2,1,0,0,1,0,0,0,0,0,1,6.0,6,0,0.0,1.0,,3453.0,0.0,0,0,0.0,1,0,1,1.0,0,0,0,0,0,1,0,0,0,0,0
154,156,156EZ,Jamaat al-Jihad al-Islami/Jamiat al-Jihad al-Islami,Islamic Jihad Group (IJG)/Islamic Jihad Union (IJU),IJU,2002,,0,12.0,12.0,establish Islamist state in Central Asia,Uzbekistan; U.S.; Israel; Pakistan; Afghanistan,2,0,0,0,2,1,0,Najmiddin Kamoldinovich Jalolov (aka Abu Yahya Mohammed Fatih); Suhayl Fatilloevich Buranov,1.0,1.0,0.0,0.0,0,0,1,0,0,0,0,1,0,0,0,Islamist Uzbekis,1.0,30.0,300.0,0,0,Central Asia,Uzbekistan; U.S.; Israel; Pakistan; Afghanistan,1,0,0,12,20,1.666667,0.0,0,0,10,1,0,0,0,0,0,0,1,0,0,0,1,1.0,20,0,1.0,0.0,,53042.0,0.0,0,0,0.0,1,0,1,0.0,1,0,11,1,1,0,1,0,0,0,1
155,157,157FA,Sayuf al-Haqq al-Islamiyya fi Ard al-Ribat,Islamic Swords of Justice in the Land of Ribat,,2006,2006.0,1,0.1,0.1,establish shari'a in Palestinian areas,individuals not practicing shari'a,0,0,0,0,1,1,0,[leaderless],0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,1,0,1,0,Islamist Palestinians,1.0,10.0,10.0,0,0,Disputed Territories,individuals not practicing shari'a,1,0,0,12,0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,,0.0,0.0,0,0,0.0,1,0,1,0.0,0,0,0,0,0,0,1,0,0,0,0
156,158,158FB,Committee of Solidarity with Arab and Middle East Political Prisoners (CSAMPP),,CSAMPP,1985,1990.0,1,5.0,5.0,eliminate French influence in Lebanon,France,0,0,0,0,0,1,0,Fouad Ben Ali Saleh; Wahid Gordji,1.0,0.0,1.0,0.0,0,0,0,0,0,1,0,1,0,0,0,Anti-French Lebanese,1.0,100.0,100.0,0,0,Lebanon; France; Iran ,France,1,0,0,12,4,0.3333333,0.0,0,0,3,0,1,0,0,0,1,0,0,0,0,0,1,18.0,19,1,1.0,0.0,,21384.0,0.0,0,0,0.0,1,0,0,0.0,0,1,0,0,0,0,0,0,1,0,0
157,159,159FC,Fatah Hawks/Abu al-Rish Brigades,,,1991,2005.0,1,14.0,9.0,instigate uprising--force Fatah to fight Israel; replace Israel with Palestinian state,Israel,0,0,0,0,0,1,0,Yasser Arafat; Rajeh Abu-Sita; Khaled Abu-Sita,1.0,1.0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,0,Palestinians,1.0,100.0,100.0,0,0,Disputed Territories,Israel; Palestinian Authority; France,1,0,0,12,2,0.1666667,0.0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,1,19.0,20,1,1.0,0.0,,19836.0,0.0,0,0,0.0,1,0,1,0.0,0,0,0,0,1,0,0,1,0,0,0
158,160,160FD,as-Sirat al-Moustaquim,The Good and Righteous Path,,2002,2003.0,1,1.0,1.0,establish Islamist state in Morocco,Morocco,0,0,0,0,0,1,0,Mohammad Fizazi; Youssef Fikri; Hassan Kettani,1.0,0.0,1.0,0.0,0,1,0,0,0,0,0,1,0,0,0,Islamist Moroccans,1.0,100.0,100.0,0,0,Morocco,Morocco,1,0,0,12,32,2.666667,0.0,0,0,5,1,0,0,0,0,1,0,0,0,0,0,1,4.0,4,0,0.0,1.0,,1652.0,0.0,0,0,0.0,1,0,1,0.0,0,0,12,1,0,0,1,0,0,0,0
159,161,161FE,New Armenian Resistance,,,1977,1983.0,1,6.0,6.0,coerce Turkey into ceding territory to Armenia,Turkey,0,0,0,0,0,1,0,Hagop Hagopian,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1,0,0,0,0,Armenians,1.0,10.0,10.0,0,0,Western Europe,Turkey,1,0,0,15,4,0.2666667,0.0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,19.0,19,1,1.0,0.0,,1574.0,0.0,0,0,0.0,1,0,0,0.0,0,0,0,0,1,1,0,0,0,0,0
160,162,162FF,al-Hezb al-Shu'aye al-Lubnani/al-Hezb al-Shu'aye al-Suri al-Lubnani,Lebanese Communist Party (LCP)/Syrian-Lebanese Communist Party/Popular Guard,LCP,1924,,0,90.0,26.0,establish communist state in Lebanon,Israel; France; U.S.; SLA; PLO; al-Mourabitoun,4,0,0,0,12,0,1,Youssef Ibrahim Yazbek; Fou'ad al-Shemali; Dany Fouani; Khaled Bakdash; Farajallah el-Helou; Nicolas al-Shawi; George Hawi; Khaled Hadadi; Hanna Gharib,1.0,0.0,1.0,0.0,0,0,0,0,1,0,0,0,1,0,0,Communist Lebanese,1.0,5000.0,9000.0,1,0,Lebanon; Syria,Israel; France; U.S.; SLA; PLO; al-Mourabitoun,0,0,1,12,2,0.1666667,0.0,0,0,6,1,2,0,0,0,1,0,0,0,0,0,0,12.0,0,0,0.0,0.0,,0.0,0.0,0,0,0.0,1,1,1,1.0,0,0,2,1,0,0,0,0,1,0,1
161,163,163FG,January 16th Organization,,,1989,1989.0,1,0.9,0.9,expel Syrian forces from Lebanon,Syria,0,0,0,0,0,1,0,[leaderless],0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,Anti-Syrian Lebanese,1.0,10.0,10.0,0,0,Lebanon,Syria,1,0,0,12,1,0.0833333,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1.0,1,0,0.0,1.0,,999.0,0.0,0,0,0.0,0,1,0,0.0,0,0,0,0,0,0,0,0,1,0,1
162,164,164FH,People's Liberation Army (PLA)/Revolutionary People's Front (RPF),,PLA,1978,,0,36.0,36.0,establish independent Manipur state,India,6,0,0,0,6,1,0,N. Bisheswar Singh; Kunj Behari Singh; Thoundam Kunjabehari; Irengbam Chaoren,1.0,1.0,0.0,0.0,1,0,0,0,0,0,0,0,1,0,0,Manipuris; Meteis,1.0,1000.0,3800.0,1,0,South Asia,India,1,0,0,14,45,3.214286,0.0,0,0,5,1,2,0,0,0,0,0,0,1,0,0,1,18.0,19,1,1.0,0.0,,1489.0,0.0,0,0,0.0,1,0,1,0.0,2,0,0,0,0,1,0,0,0,0,0
163,165,165FI,Babbar Khalsa International (BKI),,BKI,1978,,0,36.0,36.0,establish independent Khalistan,India,2,0,0,0,2,1,0,Sukhdev Singh Babbar; Talwinder Singh Parmar; Wadhawa Singh,1.0,1.0,0.0,0.0,1,0,0,0,0,0,1,0,0,0,0,Sikhs,1.0,100.0,100.0,0,0,India,India,1,0,0,11,81,7.363636,0.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,18.0,19,1,1.0,0.0,,1489.0,0.0,0,0,0.0,1,0,1,0.0,1,0,1,1,0,0,1,0,0,0,0
164,166,166FJ,Irrintzi,(Celebratory Shriek),,2006,2009.0,1,3.0,3.0,establish independent Basque state,Spain; France,0,0,0,0,0,1,0,[leaderless],0.0,0.0,0.0,0.0,1,0,0,0,0,0,1,0,0,0,0,Basques,1.0,10.0,10.0,0,0,Western Europe,Spain; France,1,0,0,31,0,0.0,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,20.0,20,1,1.0,0.0,,45416.0,0.0,0,0,0.0,1,0,1,0.0,0,1,0,0,0,1,0,0,0,0,1
165,167,167FK,Adda Bilisummaa Oromoo (ABO),Oromo Liberation Front (OLF),OLF,1973,,0,41.0,41.0,establish independent Oromo state; establish a democracy in Ethiopia,Ethiopia,4,0,0,0,6,1,0,Elemo Qiltu; Dawud Ibsa Ayana,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1,0,0,0,0,Oromos,1.0,100.0,60000.0,1,0,"Ethiopia, Kenya; Somalia",Ethiopia,0,0,1,11,284,25.81818,0.0,0,0,3,0,2,0,0,0,0,1,0,0,0,0,1,1.0,11,0,0.0,1.0,,394.0,0.0,0,0,0.0,1,0,1,1.0,1,0,0,0,0,1,0,0,0,0,0
166,168,168FL,Alex Boncayao Brigade (ABB),,ABB,1984,,0,30.0,30.0,establish communist state in the Philippines,Philippines,2,0,0,0,2,1,0,"Felimon ""Popoy"" Lagman; Nilo de la Cruz",1.0,1.0,0.0,0.0,0,1,0,0,0,0,0,0,1,0,0,Communist Filipinos,1.0,300.0,500.0,0,0,Philippines,Philippines,1,0,0,11,7,0.6363636,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,4.0,18,0,1.0,0.0,,2140.0,0.0,0,0,0.0,1,1,1,0.0,0,1,0,0,1,0,0,0,1,0,0
